13715:[(2778525,-1),(1244196,-2),(1386412,-3),(657183,-4),(2791339,-5),(536047,-6),(2002097,-7),(1092821,-8),(784737,-9),(1053542,-10),(278589,-11),(79531,-12),(1928254,-13),(1162250,-14),(1984327,-15)],
14269:[(1053542,0.5432784060863475),(823512,0.3520642092261484),(1244196,0.26809178737539724),(1156803,0.179653059352273),(1640028,0.1615435775177912),(203784,0.14212878507654883),(278589,0.13223600822139475),(1241609,0.1319715669560963),(1576126,0.12938338541063124),(952014,0.12549811306567446),(389610,0.11556856635499907),(2063876,0.11442995137446907),(1141074,0.10594042019420713),(1735000,0.1),(2503266,0.09836782552738967)],
14624:[(266412,0.263447633481827),(657183,0.22864126711649002),(72465,0.2110933501191128),(2459081,0.21083641943374093),(1443706,0.19062061632418534),(1953846,0.1871148896393714),(650831,0.18648396050882823),(468120,0.17874421336764512),(445231,0.17637643581690493),(1069281,0.16038043688895293),(139004,0.15235265542219487),(685185,0.1403298139422433),(2313894,0.13679814907164048),(2796479,0.13005067246012622),(343377,0.12830543580877618)],
14792:[(1244196,0.27375194524260055),(2778525,0.20882256331019405),(1818555,0.11662160447172996),(1576126,0.11301074139257108),(460717,0.10688913125056605),(1386412,0.10509292125630124),(668899,0.09186606921433743),(1053542,0.0916864520565761),(1069281,0.08915510667068882),(868811,0.0838509391086265),(387569,0.08115382904614016),(2698468,0.08115382904614016),(470426,0.0791959402430785),(1165605,0.0791959402430785),(313851,0.07822125101836004)],
14966:[(504015,0.01075828707279838),(2621022,0.01075828707279838),(100343,0.01075828707279838),(813782,0.01075828707279838),(908513,0.01075828707279838),(2043444,0.01075828707279838),(2081994,0.01075828707279838),(1065643,0.01075828707279838),(2004956,0.01075828707279838),(1009321,0.01075828707279838),(1210470,0.01075828707279838),(1965452,0.01075828707279838),(1919608,0.01075828707279838),(1925386,0.01075828707279838),(1718261,0.01075828707279838)],
15006:[(723777,0.1420617891400451),(1499394,0.14097061104041905),(1794685,0.10495326646817717),(2389610,0.10338067695820718),(231115,0.1025351748091378),(2778662,0.09951466974514053),(1734195,0.0983874887510707),(297118,0.09751540864239505),(83460,0.09132396157586593),(2219078,0.08485638269178458),(274213,0.08351360603310093),(2427786,0.08126837618544683),(526154,0.0808025301676632),(2127017,0.07591713155433331),(1901910,0.07260366612536381)],
15100:[(1299042,0.027777777777777776),(816307,0.012745318548364543),(1069226,0.012745318548364543),(802988,0.012745318548364543),(1728143,0.012745318548364543),(1366236,0.012745318548364543),(876529,0.012745318548364543),(2232458,0.01242259987499883),(1162250,0.01242259987499883),(1316226,0.01242259987499883),(2520574,0.01242259987499883),(2153072,0.01242259987499883),(529619,0.01242259987499883),(1099170,0.01242259987499883),(671237,0.01242259987499883)],
15549:[(1053542,0.27978366225438067),(1576126,0.18537934802005857),(1119495,0.16726162201408223),(1386412,0.16506162903632082),(2489959,0.16034356640260838),(1162250,0.15797958971132714),(2791339,0.15662873358879897),(1776330,0.15662873358879897),(2002097,0.15068421738080012),(343377,0.15068421738080012),(657183,0.15068421738080012),(1695664,0.11607183418065727),(2650926,0.11119491665062216),(1619659,0.11119491665062216),(2681475,0.10763893873313539)],
15611:[(1386412,0.1755069013512528),(2002097,0.09457346572198162),(657183,0.09198538575359115),(1695664,0.08681099674138955),(243252,0.08546470851332356),(343377,0.08226518836159441),(507069,0.08215939639400627),(808771,0.08185437530698322),(1870216,0.08077897134037566),(1244787,0.08012026217934765),(536047,0.07905336186558552),(1162250,0.07905336186558552),(1754395,0.07839392250596289),(2198329,0.0712993267789316),(1920047,0.0708492663194795)],
16228:[(2778525,-1),(1244196,-2),(1386412,-3),(657183,-4),(2791339,-5),(536047,-6),(2002097,-7),(1092821,-8),(784737,-9),(1053542,-10),(278589,-11),(79531,-12),(1928254,-13),(1162250,-14),(1984327,-15)],
16874:[(2450694,0.248945675224114),(1244196,0.22464735762384558),(2588490,0.2143037742107321),(2288244,0.2132814964000384),(1339831,0.20405128272631703),(604278,0.19450884790030676),(2232446,0.1877613275258042),(158526,0.17592735745159963),(483871,0.16605630280513137),(2057312,0.16313630550236918),(2659857,0.15793222873169924),(2404420,0.141107631981348),(1928254,0.13675469465282034),(1092821,0.1349795241002252),(2778525,-1)],
16971:[(825883,0.06463683247505089),(1913505,0.05826417320086862),(2539956,0.057334399158359015),(1061943,0.051689293199140035),(1291947,0.04925980922828839),(1328711,0.04401832320968717),(1565544,0.04182177172679097),(1436164,0.03948735007443852),(620765,0.03651781519896788),(194241,0.03557335835649426),(725769,0.03517010319345757),(298067,0.03440954457953632),(1377132,0.034011108761099286),(1351700,0.03324381236117235),(1308032,0.03297531035945354)],
18097:[(1428371,0.10356827059866117),(2323802,0.09850316791371644),(1815493,0.08814761509658407),(1244787,0.07819211255998468),(625711,0.07698659376811967),(339478,0.0746904222395228),(657183,0.07248036505851721),(1695664,0.07107978314888448),(478208,0.07014420139461665),(833813,0.0643267520902677),(243386,0.0643267520902677),(1726380,0.0643267520902677),(1727450,0.0643267520902677),(2315276,0.0643267520902677),(641945,0.0643267520902677)],
18564:[(1576126,0.6737193188769571),(1953846,0.41730318097880686),(1295570,0.2862277267792437),(2490294,0.2672377044904597),(725181,0.19628794427494956),(468120,0.1871265794376248),(692994,0.1719072608746381),(2325510,0.16662674067880942),(836451,0.14389688430023553),(1679143,0.14223577706316679),(668146,0.14214329943788706),(117372,0.1388222333247898),(2564347,0.1384672410457216),(1827114,0.13098427694797066),(899111,0.13070008758020768)],
18796:[(2730930,0.15916682050542819),(1014523,0.14654632609181895),(1551995,0.13474253547464038),(1838816,0.1306124579995937),(1723658,0.12900471134480798),(618254,0.1229971405922508),(750033,0.12058415772350796),(2760975,0.12015896313757006),(1747258,0.11903820541777063),(1408909,0.1143340344026978),(385584,0.11365615136302495),(1027708,0.11148382506266984),(2380717,0.10683561313486699),(912679,0.10507702423450165),(872280,0.10347464325283401)],
18994:[(951204,0.15409589423341857),(41913,0.14200105380842012),(1851776,0.13278638794172962),(1640415,0.12823679552145784),(888272,0.12823679552145784),(132221,0.12823679552145784),(1184891,0.12823679552145784),(1834588,0.0767487785537198),(2612866,0.07015747551537077),(265522,0.06678781298708475),(2111288,0.06244087658699193),(634598,0.061350084858019106),(276559,0.06030226891555272),(637756,0.06030226891555272),(166946,0.06030226891555272)],
19544:[(914870,0.09954496296660428),(2419733,0.04720274756577089),(2279385,0.02560972259606374),(1919107,0.022361221378198955),(2441110,0.020179834335587246),(1803942,0.015609763526361566),(1709782,0.015609763526361566),(1932380,0.013518451760896878),(343801,0.013518451760896878),(586703,0.013518451760896878),(2054171,0.01268077820533467),(1682163,0.012091270835166862),(537350,0.012091270835166862),(1273395,0.012091270835166862),(1944053,0.012091270835166862)],
19679:[(153323,0.028442532692897524),(2096789,0.023709926878085354),(2517409,0.02357022603955159),(445231,0.02354678834473924),(193627,0.01985668064151248),(1159573,0.019543651507617183),(60317,0.018635523595116835),(1775397,0.015941262847728295),(430992,0.01259881576697424),(902406,0.01259881576697424),(2165814,0.01259881576697424),(1497827,0.01259881576697424),(280333,0.01259881576697424),(2281452,0.01259881576697424),(729312,0.011968856928450167)],
19704:[(1187519,0.05892556509887897),(437801,0.05892556509887897),(499178,0.0582947598060742),(788342,0.052897324609391755),(2330317,0.052897324609391755),(1443706,0.048112522432468816),(1550785,0.048112522432468816),(1606193,0.048112522432468816),(1926071,0.048112522432468816),(2770160,0.046977571284906414),(973448,0.046977571284906414),(2182484,0.0393292799089079),(608508,0.037779511309518746),(7538,0.03450285084823682),(155743,0.03268602252303067)],
20101:[(105999,0.09790528382176089),(536047,0.09540205287370264),(1241563,0.08763057051053476),(1460626,0.06804138174397717),(1728143,0.05555555555555555),(633578,0.05555555555555555),(2438844,0.05555555555555555),(744945,0.054858263993829676),(293796,0.0530730412332696),(243557,0.052590263451534655),(1164312,0.051636380762889),(1550605,0.04831741294924356),(2545048,0.04811252243246881),(1635781,0.04811252243246881),(921541,0.04811252243246881)],
20679:[(1244196,0.1611021646583022),(2466095,0.1440901284729959),(554760,0.1313401366703331),(2796479,0.11127227624695613),(2031981,0.11100235184396152),(1162250,0.10907748342199138),(1570917,0.10558158259020357),(1984327,0.1047604189154529),(569889,0.09483226283065221),(343377,0.08708908592054679),(1679143,0.08376391098936663),(1053542,0.08027037967539989),(1249278,0.08004813523228152),(1386412,0.07431053178582848),(668899,0.0722394623666989)],
20815:[(2348573,0.39591759858244185),(890051,0.331562874304771),(557005,0.3231258646666344),(1407200,0.315165119864842),(457843,0.275408682649557),(1074013,0.2664803463149842),(2210816,0.24748677816765946),(568191,0.2468128855230459),(1086695,0.24199208597412047),(2770160,0.23704592159195836),(340121,0.22318545699760128),(1820087,0.21716423416233327),(378172,0.19431576111163687),(415358,0.1938618101617766),(176021,0.19250438606652967)],
20979:[(1029640,0.2126421891003268),(485102,0.15989457397951584),(1702541,0.14569305646840655),(2588067,0.130170893042012),(1295316,0.11128297681493146),(2189661,0.11128297681493146),(675896,0.11128297681493146),(2001284,0.11128297681493146),(1449761,0.10815534033773327),(43665,0.05880064914496507),(2766726,0.05699157730541844),(1358486,0.04601789933084223),(770730,0.04601789933084223),(1192293,0.04601789933084223),(2626501,0.04601789933084223)],
21195:[(1477642,0.22193177557030003),(164623,0.2017573122536508),(1056667,0.18648325544451366),(1240596,0.16014555936434857),(253152,0.14337426909577958),(1567110,0.14279073002162523),(2218230,0.14126891093500946),(2128544,0.13949093805930343),(1898571,0.1352691831351942),(2205815,0.12328931338608179),(1520277,0.11875190073190187),(313851,0.11821465760938597),(1492358,0.11494857845353716),(452334,0.11494857845353716),(1244196,0.11078314052651486)],
