2064399:[(40810,0.1085833493720572),(626177,0.10532584759232196),(2053679,0.09171678004281061),(1560443,0.07630687148411192),(278589,0.07506164038851335),(1860939,0.06755914013275395),(974850,0.06755914013275395),(2475152,0.06755914013275395),(1480869,0.06755914013275395),(2003318,0.06755914013275395),(1230659,0.04712210551817553),(2637071,0.044133114145101085),(2224868,0.043030943699838),(2365168,0.042007987928513915),(52403,0.04165835048962131),(2154209,0.041471127057437954),(1885101,0.03917542320760474),(1732848,0.038997856919617234),(2314169,0.03791895507090322),(2240646,0.037766707459568005)],
1736719:[(1779599,0.12861486737804906),(1549837,0.09329878714479563),(2542922,0.07745966692414835),(476930,0.07745966692414835),(2158833,0.07745966692414835),(1058446,0.07745966692414835),(1496888,0.07535404324140454),(321361,0.05983724228193397),(426583,0.05983724228193397),(744840,0.05983724228193397),(2763004,0.05890156159257362),(972388,0.054312391251203115),(1596007,0.05224508502320904),(2265526,0.05120338776281763),(2030128,0.050233786311768926),(1269812,0.049300314874919156),(2345241,0.047864961458970234),(109031,0.04604294909573263),(1701454,0.04604294909573263),(56993,0.04497719892218621)],
2555921:[(2778525,-1),(1244196,-2),(1386412,-3),(657183,-4),(2791339,-5),(536047,-6),(2002097,-7),(1092821,-8),(784737,-9),(1053542,-10),(278589,-11),(79531,-12),(1928254,-13),(1162250,-14),(1984327,-15),(343377,-16),(1140869,-17),(830073,-18),(460717,-19),(1576126,-20)],
1867798:[(905089,0.22811481141201873),(169494,0.22811481141201873),(1244196,0.22728269827696063),(2049946,0.2238385067177434),(638712,0.2166981279093984),(2773384,0.21023578306118254),(164645,0.20460241487630365),(2791339,0.19434366296851585),(784737,0.18914330608903487),(2774804,0.18538230839311642),(266917,0.17709833907326575),(2268052,0.17330748451840572),(1194436,0.17265342697708003),(2082498,0.16842707861288972),(206258,0.16842707861288972),(328353,0.16842707861288972),(21333,0.16842707861288972),(1689322,0.16842707861288972),(931519,0.1638851584590309),(63611,0.1609276010383138)],
2228247:[(657183,0.4913458936522489),(2791339,0.4066713407729216),(784737,0.2772910928573037),(1386412,0.2567812271402399),(1776330,0.21285414970836172),(1162250,0.1617081197888656),(734196,0.14633360607888699),(2002097,0.14615252795217343),(486936,0.13470064134962761),(2466095,0.13028601573912557),(266412,0.12886886129622915),(1984327,0.1272665914660436),(1008509,0.11810796049635268),(536047,0.1021360597069512),(1671183,0.09583619033698398),(569889,0.09583619033698398),(1269685,0.09165248818445347),(1443706,0.09087326509518975),(2031981,0.08869970219974749),(2423978,0.08537447127326243)],
1343511:[(2251758,0.18552159902401993),(1277973,0.16633775763367956),(1469828,0.13329882803606502),(2663563,0.12458381666067572),(1728166,0.11945267314240873),(2468829,0.10375102617272203),(172858,0.10009704806846174),(119054,0.09284683628827048),(1385441,0.08998971899486796),(1090127,0.07659960181366217),(415358,0.07160451606880508),(536047,0.06930366378351133),(1051740,0.06910849223073726),(2372420,0.06910849223073726),(357363,0.06858482748018345),(1074013,0.06538383182459737),(611872,0.06372090043051028),(1434957,0.060888259709312526),(1193802,0.06030226891555273),(1439436,0.06030226891555273)],
1310750:[(2778525,-1),(1244196,-2),(1386412,-3),(657183,-4),(2791339,-5),(536047,-6),(2002097,-7),(1092821,-8),(784737,-9),(1053542,-10),(278589,-11),(79531,-12),(1928254,-13),(1162250,-14),(1984327,-15),(343377,-16),(1140869,-17),(830073,-18),(460717,-19),(1576126,-20)],
2326558:[(536047,0.03514292753439044),(2386911,0.017766726362967538),(1119495,0.017766726362967538),(951143,0.017766726362967538),(495514,0.017766726362967538),(527751,0.017766726362967538),(590953,0.017766726362967538),(1680209,0.017766726362967538),(390926,0.017766726362967538),(1153961,0.017766726362967538),(38602,0.017766726362967538),(144197,0.017766726362967538),(657183,0.017766726362967538),(1686701,0.017766726362967538),(2146634,0.017766726362967538),(2757405,0.017766726362967538),(2088029,0.017766726362967538),(1083135,0.017766726362967538),(1039838,0.017766726362967538),(404357,0.017766726362967538)],
2129952:[(50457,0.12520809436149644),(141176,0.10435510256548808),(2429998,0.10137319661838814),(2002097,0.0886577074057785),(797433,0.08384841529875285),(1306420,0.07979823739460805),(1115740,0.07650943853535849),(2456017,0.0726365271616709),(550216,0.07171371656006362),(2535007,0.07171371656006362),(1332465,0.07171371656006362),(633995,0.07171371656006362),(2641038,0.07171371656006362),(1141922,0.07171371656006362),(2226471,0.07171371656006362),(1953846,0.0621843221815324),(363436,0.05986243915741857),(1155556,0.05805290436364141),(2332848,0.05632346455953571),(335428,0.05607647474174479)],
2326562:[(1241533,0.057487990044034556),(220136,0.05656584379197416),(1531079,0.05398037356178495),(1276372,0.04714045207910316),(2760545,0.04714045207910316),(59311,0.04714045207910316),(734248,0.04521370468563364),(590819,0.0447213595499958),(2238099,0.0447213595499958),(2766009,0.04264014327112209),(168502,0.04264014327112209),(2759789,0.04264014327112209),(2428460,0.04264014327112209),(1413092,0.04264014327112209),(2615178,0.04264014327112209),(359377,0.04264014327112209),(902758,0.04264014327112209),(2091491,0.04264014327112209),(1188620,0.04264014327112209),(1097116,0.04264014327112209)],
360483:[(650449,0.06805980743182713),(1021658,0.06805980743182713),(2711809,0.05611193250510739),(2365349,0.05563720755682831),(2130797,0.05563720755682831),(2620827,0.048112522432468816),(1530570,0.046291004988627565),(1262409,0.046291004988627565),(1563515,0.046291004988627565),(294829,0.046291004988627565),(1322673,0.046291004988627565),(2348415,0.046291004988627565),(259808,0.046291004988627565),(2183390,0.046291004988627565),(2500645,0.046291004988627565),(2729738,0.046291004988627565),(2753892,0.046291004988627565),(2486616,0.046291004988627565),(1199536,0.046291004988627565),(276551,0.046291004988627565)],
2359332:[(1287323,0.08936613926274733),(767607,0.08409799720295102),(1920047,0.08250845544070465),(2734883,0.08069300116985986),(74864,0.07900221555101626),(1565428,0.07900221555101626),(1165605,0.06970789268904615),(1953846,0.06820416398349864),(387569,0.064269045327513),(657183,0.06086628251410843),(1242418,0.05827162210055531),(1636910,0.057766806048859726),(1754395,0.05747617156084181),(2778525,0.055553284085326005),(1244196,0.05541311872247617),(1513499,0.054029546723916896),(343377,0.0533101840577773),(2698468,0.05280987752660521),(2453690,0.05278271857064543),(2144494,0.05255051007015164)],
1802278:[(499178,0.1062734640990266),(2716452,0.09182348786847165),(535570,0.078228667295849),(186124,0.06945311222196872),(878413,0.06916113637543864),(276159,0.06531532820161451),(648857,0.06361844747180923),(973448,0.058112716944820494),(349853,0.05685148569134357),(1295837,0.053286443830367826),(470426,0.050512727609590316),(323881,0.050073195794215486),(2586787,0.049244227948216264),(1793593,0.0488932188289429),(309073,0.04572473466209319),(1086695,0.04572407331400444),(613925,0.04571883544736673),(711944,0.04545689684216032),(1625967,0.04545689684216032),(2711318,0.04532937762285641)],
2064422:[(878413,0.06876961718023686),(988306,0.05297812765860514),(2654650,0.052829697186700934),(1290281,0.04576544090348256),(431435,0.0440703047964732),(830345,0.03995061581614661),(2491223,0.03922824133371134),(1455712,0.03889222341312987),(2703816,0.03889222341312987),(200309,0.03889222341312987),(2619586,0.03889222341312987),(1512520,0.03889222341312987),(1219852,0.03889222341312987),(2335389,0.03889222341312987),(1163756,0.03424323855928113),(138419,0.033075165551904775),(908778,0.032111617191103774),(1774911,0.031497039417435604),(807267,0.031497039417435604),(964435,0.030155896468678747)],
196649:[(2058690,0.1821290821066461),(533554,0.1754677618788139),(2088166,0.16633220909993873),(1349839,0.16201305172103558),(1313364,0.1480278430038884),(2062173,0.14797317806313476),(2774545,0.14206531999110092),(1389197,0.14158435104164557),(2666340,0.13740939038212024),(1277012,0.13612582298663856),(2716169,0.13596457761975567),(1704140,0.13596023672087312),(300053,0.1341256646434889),(1669539,0.12592998197742986),(1080406,0.12359763637165767),(869442,0.12070753636132825),(2580699,0.12058929725803534),(196631,0.11783332820502947),(2460752,0.11405081693740121),(987407,0.10664622089553566)],
458794:[(48650,0.0716033802307322),(2630733,0.047526335864385025),(1185847,0.04670993664969138),(1933949,0.04670993664969138),(842619,0.04566131327378908),(2712668,0.04087031033246109),(13121,0.039005287741865145),(2713122,0.039005287741865145),(2349180,0.039005287741865145),(126180,0.039005287741865145),(1296028,0.039005287741865145),(259111,0.037406422163489196),(960485,0.03675725451912189),(2198329,0.033023843846637584),(1092821,0.031553632163211824),(463568,0.030151134457776365),(574969,0.030151134457776365),(224117,0.030151134457776365),(1167807,0.030151134457776365),(2422301,0.025701439083182783)],
2293803:[(2038621,0.07321987616602846),(2328730,0.06804138174397717),(580214,0.06804138174397717),(437823,0.0662403260258162),(2012702,0.06523689270621827),(1368635,0.052704627669472995),(51423,0.052704627669472995),(18872,0.052704627669472995),(2250703,0.04814388539870111),(717979,0.048112522432468816),(1113991,0.048112522432468816),(42828,0.048112522432468816),(1096094,0.048112522432468816),(37276,0.048112522432468816),(788342,0.04166666666666667),(1111973,0.04166666666666667),(2312671,0.04166666666666667),(1974856,0.04166666666666667),(1180692,0.04166666666666667),(1545793,0.04166666666666667)],
1802281:[(1053542,0.2028559100015202),(1953846,0.12784631419745027),(278589,0.12508295675806236),(2660436,0.11637047546684424),(1854085,0.10310399175635031),(668146,0.1020177656479592),(657183,0.10025755892626026),(1069281,0.09422051941626074),(2313894,0.08975215682405088),(343733,0.0840168050416806),(2811370,0.07953238640696775),(1576126,0.07395380122055893),(1799960,0.0727606875108999),(1345640,0.06894346516353023),(1848170,0.06507913734559685),(398211,0.06507913734559685),(951143,0.06507913734559685),(1141233,0.06507913734559685),(2459081,0.0620986716869482),(1206551,0.05940885257860047)],
98349:[(2491223,0.1270628157277486),(266412,0.0999234374230808),(2806026,0.09852590618570473),(579292,0.09718139746279447),(657183,0.09573343903315021),(1776330,0.09016474168987201),(2117630,0.08590922618491284),(1672211,0.0820300314104413),(1761782,0.080783124958461),(1386412,0.07988826959031951),(1096406,0.07827403651303744),(784737,0.07439539323533327),(2235265,0.07043661570965522),(2813131,0.06928203230275509),(2031981,0.06821565337662157),(343377,0.06433625152981791),(72465,0.06029096242093499),(77400,0.060261205295435195),(698891,0.05497881525399717),(1244196,0.05466213359934813)],
819246:[(1092821,0.12276563758591391),(2791339,0.11905203879298694),(1386412,0.09317363584631896),(784737,0.08801773502206237),(343377,0.086106942341498),(2778525,0.07216073789245152),(657183,0.07143367409833283),(1162250,0.058301620444936635),(437245,0.05689769559642241),(2075582,0.05182858635372511),(1193717,0.04390204918001468),(2313894,0.04179236351522874),(1244787,0.04108366434723605),(79531,0.03987044225691663),(35677,0.03675635256477674),(205032,0.03502069992886954),(2559475,0.03499271061118826),(587438,0.03499271061118826),(1349908,0.03499271061118826),(1978835,0.03499271061118826)],
983087:[(2174446,0.007607257743127308),(1213698,0.007607257743127308),(1246024,0.007607257743127308),(139405,0.007607257743127308),(2021073,0.007607257743127308),(1248950,0.007607257743127308),(895787,0.007607257743127308),(146292,0.007607257743127308),(97638,0.007607257743127308),(2375480,0.007607257743127308),(2282007,0.007607257743127308),(1623399,0.007607257743127308),(460718,0.007607257743127308),(1643638,0.007607257743127308),(522016,0.007607257743127308),(1136925,0.007607257743127308),(2778525,-1),(1244196,-2),(1386412,-3),(657183,-4)],
524333:[(1090310,0.06866459839814394),(1475454,0.05992495825279301),(2582558,0.04983428286224056),(117372,0.04035068558011147),(2069813,0.03442211944559401),(1557339,0.03175536744149779),(16224,0.03175536744149779),(373303,0.03171663521714439),(1679143,0.03165301831257693),(2439867,0.030198140222357426),(1576126,0.029096728430150334),(899111,0.02733100004734105),(1569910,0.025111805444527385),(2791339,0.025058041676685384),(1295570,0.022557786047158843),(2364286,0.02240180715201751),(1550643,0.02220990019216711),(1423535,0.020998026278290397),(581547,0.020998026278290397),(955230,0.020998026278290397)],
950316:[(2660436,0.034020690871988585),(475121,0.034020690871988585),(300656,0.034020690871988585),(2727948,0.02571722499368198),(1244196,0.02571722499368198),(2309062,0.02571722499368198),(2745608,0.02571722499368198),(2824218,0.02571722499368198),(1108066,0.02571722499368198),(951170,0.019641855032959652),(387474,0.019641855032959652),(438624,0.019641855032959652),(190666,0.019641855032959652),(801554,0.019641855032959652),(126734,0.014506471329641488),(952102,0.014506471329641488),(988492,0.014506471329641488),(429339,0.014506471329641488),(480188,0.014506471329641488),(360955,0.014506471329641488)],
426034:[(2374660,0.06609570582696779),(1627895,0.039283710065919304),(1771607,0.039283710065919304),(428173,0.039283710065919304),(1325058,0.036369648372665396),(2529551,0.036369648372665396),(1376234,0.036369648372665396),(876529,0.036369648372665396),(2076321,0.036369648372665396),(1871308,0.036369648372665396),(1769387,0.034020690871988585),(2770501,0.034020690871988585),(2296371,0.034020690871988585),(2313858,0.034020690871988585),(2821618,0.034020690871988585),(790528,0.034020690871988585),(1186108,0.032075014954979206),(600580,0.032075014954979206),(1777806,0.032075014954979206),(2407141,0.032075014954979206)],
2097202:[(2571055,0.07640311199186335),(784737,0.0656214565471054),(830073,0.05555555555555555),(437245,0.048238453557531515),(435299,0.04811252243246881),(2602263,0.04811252243246881),(1051839,0.04811252243246881),(1096828,0.04641167759027602),(2186445,0.04462908232164797),(657183,0.04302176015267096),(2148267,0.041746407988549464),(1053542,0.03928211559536299),(2635038,0.03746508100642938),(2163770,0.0369247994435853),(2426590,0.0347957104533321),(1830993,0.032959002861649114),(35677,0.03295585916112111),(740529,0.03141879182517623),(2295019,0.03132358549408699),(1386412,0.030482847477404477)],
786485:[(2778525,-1),(1244196,-2),(1386412,-3),(657183,-4),(2791339,-5),(536047,-6),(2002097,-7),(1092821,-8),(784737,-9),(1053542,-10),(278589,-11),(79531,-12),(1928254,-13),(1162250,-14),(1984327,-15),(343377,-16),(1140869,-17),(830073,-18),(460717,-19),(1576126,-20)],
65592:[(1928254,0.5309896096779582),(723096,0.2355185197629418),(460717,0.17648416468284397),(967007,0.15716637906195435),(2239159,0.12202312745182087),(1386412,0.10511479268582556),(2406712,0.09078684339067038),(665194,0.09057170484151285),(278589,0.08838834764831845),(2631568,0.06750714040135675),(2623166,0.06716136470893644),(2348229,0.0596720441926937),(1894867,0.05892556509887897),(1120557,0.05892556509887897),(1185969,0.058233607366658335),(2662501,0.05501067948375726),(1541359,0.05460954759348682),(1499651,0.04811252243246881),(2170079,0.04722950891240702),(2553109,0.0463280313756031)],
2785339:[(2002097,0.6145470362156509),(2156629,0.5617271859583567),(1386412,0.5296515605825296),(657183,0.4845054763663858),(784737,0.39106852912234485),(2791339,0.38630492396183436),(1092821,0.3845431772103556),(2413494,0.3752858122511699),(536047,0.3415956881336159),(486936,0.30832012407789994),(343377,0.2926684950016067),(1119495,0.2808864576997571),(2593483,0.25807488760808794),(1162250,0.2530770266685318),(2198329,0.2331462755542796),(951143,0.22428448580093072),(1325341,0.2021661497587862),(2778525,0.1924267104154362),(734196,0.15591195691166554),(1830993,0.1529380244963136)],
2195515:[(2778525,-1),(1244196,-2),(1386412,-3),(657183,-4),(2791339,-5),(536047,-6),(2002097,-7),(1092821,-8),(784737,-9),(1053542,-10),(278589,-11),(79531,-12),(1928254,-13),(1162250,-14),(1984327,-15),(343377,-16),(1140869,-17),(830073,-18),(460717,-19),(1576126,-20)],
557117:[(920520,0.23234828927303403),(2825431,0.1820719575160052),(291669,0.14550157440056025),(1669749,0.11889956837264615),(309333,0.11699840149757255),(986950,0.10808825351828777),(645719,0.10532940079733914),(1259871,0.09134855581303722),(484085,0.07317022812205722),(904595,0.07107904796699971),(81564,0.06772862956407392),(1590432,0.0643651341869743),(1752047,0.0635027494220177),(1496156,0.06231213804332564),(107638,0.06103605899256225),(2312162,0.06059054751879791),(1355218,0.057735026918962574),(43114,0.057735026918962574),(92916,0.057735026918962574),(2365266,0.056645283006312525)],
2195518:[(2571275,0.026352313834736497),(2339642,0.026352313834736497),(715061,0.026352313834736497),(1022767,0.026352313834736497),(2027015,0.026352313834736497),(1561780,0.026352313834736497),(1007977,0.02151657414559676),(1504924,0.02151657414559676),(918511,0.02151657414559676),(2773384,0.02151657414559676),(2521154,0.02151657414559676),(815376,0.02151657414559676),(2232458,0.02151657414559676),(2243928,0.02151657414559676),(2791339,0.02151657414559676),(1162250,0.019641855032959652),(2759556,0.019641855032959652),(330019,0.019641855032959652),(1442975,0.019641855032959652),(2239082,0.019641855032959652)],
1933371:[(1386412,0.7467184243599079),(343377,0.7400681456688639),(2198329,0.6659644739722792),(1162250,0.6018911349069908),(1244787,0.5383283433881899),(657183,0.5226762233136258),(784737,0.5198687610965321),(536047,0.4943846763601893),(2156629,0.405389107552774),(2791339,0.39974408641011255),(2413494,0.3749613474700755),(951143,0.3275246612168699),(437245,0.27020970571552955),(2593483,0.23608368536073826),(1053542,0.22548586342881716),(2650926,0.1926332506665434),(1776330,0.1783089844507479),(1325341,0.1649449537204201),(1830993,0.16401465195852927),(1194436,0.16329869653254836)],
2457660:[(371510,0.08294406424146716),(374973,0.05477225575051661),(2382710,0.05477225575051661),(2398410,0.05477225575051661),(463776,0.05477225575051661),(837528,0.05477225575051661),(1244196,0.05477225575051661),(1053542,0.05477225575051661),(1009366,0.05477225575051661),(2205297,0.02817180849095055),(2767629,0.02817180849095055),(2049999,0.02817180849095055),(1828595,0.02817180849095055),(1391644,0.02817180849095055),(240231,0.023570226039551584),(278589,0.023570226039551584),(1334067,0.023570226039551584),(291222,0.023570226039551584),(1580637,0.023570226039551584),(2778525,-1)],
852033:[(2548274,0.10422220540010567),(2471181,0.0813450836538259),(848375,0.08068891826039472),(844146,0.06703977164017691),(2310379,0.06425923446239962),(695332,0.06110824031990893),(2677564,0.058742144777569213),(479851,0.05674994961624072),(257339,0.055316096617180455),(1414147,0.052049598344886185),(2167034,0.051909971747660974),(2824297,0.05173137680054951),(2778525,0.05089896095397412),(831490,0.04877404902651295),(737209,0.047916949670367776),(50274,0.047916949670367776),(1859350,0.04757529903002129),(2540758,0.046354344533025435),(2058880,0.04486919571707444),(1096699,0.04475884262023017)],
2752573:[(821462,0.04252586358998573),(931519,0.03577314240226917),(568191,0.034020690871988585),(354268,0.031588720065617824),(2598929,0.028024350611245266),(638712,0.026327295342243418),(1398665,0.02565996116776446),(1164968,0.023843083767600366),(2138292,0.023608498668124867),(456839,0.0222717701593687),(863312,0.0222717701593687),(406777,0.0222717701593687),(132377,0.020873203994274732),(2374912,0.020833333333333336),(1862314,0.020833333333333336),(526501,0.019641855032959652),(1706898,0.019641855032959652),(536047,0.019641855032959652),(716019,0.01929355984540277),(2833767,0.017766726362967538)],
2588739:[(1818555,0.09961531060427468),(684089,0.07913763994651984),(1714855,0.07171371656006362),(1003779,0.07171371656006362),(573820,0.06881952047754836),(812479,0.06546536707079771),(1911328,0.06546536707079771),(52883,0.06546536707079771),(2778525,0.04917574759025853),(2639891,0.04447495899966607),(371857,0.03650192468401402),(1677336,0.0363891681486994),(42,0.03303267095924516),(2677009,0.031497039417435604),(1359896,0.031067235573629254),(362803,0.031067235573629254),(2507411,0.030723872214775967),(715989,0.027344400208696128),(2102920,0.026551620441619815),(2072104,0.025717224993681988)],
262212:[(559839,0.13197573082557842),(2647727,0.11365646659811197),(771128,0.11365646659811197),(1876698,0.10394150604021105),(1226034,0.09344710082835485),(734248,0.08888581827460999),(79925,0.0835053321403356),(1833692,0.0835053321403356),(812068,0.08312111826150027),(764484,0.07531762404832613),(197809,0.06830660627573489),(2639412,0.06796177338468509),(2452576,0.06633479759781191),(606006,0.06621505895898194),(1882761,0.0634844677911097),(543732,0.06030226891555273),(1793593,0.06029066454800335),(973863,0.058931799395509854),(2357346,0.05764790524817977),(2770021,0.057149668273322324)],
2523205:[(1455644,0.19649101897861546),(2512414,0.19632178157391234),(657183,0.16563972994665563),(2049946,0.1525913720344076),(2232458,0.14011737681607708),(1499162,0.1346442633215136),(2439247,0.13402613357806997),(2462072,0.1335188066557714),(1627875,0.12708459395080304),(850402,0.11598447924926568),(670600,0.10862541925597674),(823468,0.10475427975462905),(2708595,0.1018985750037904),(1574870,0.10050996729654704),(1438082,0.09999855181854404),(1244196,0.09700396899131329),(716019,0.0968245836551854),(1162250,0.09490387802480138),(698651,0.09082480829351838),(1908705,0.08986057177371853)],
2687048:[(1385441,0.07804354292142579),(592559,0.07568735753865524),(499178,0.06518635917370497),(2589412,0.06354574534898415),(2336701,0.05904286783808956),(1581853,0.05892556509887897),(1361639,0.056708720441515516),(670329,0.05555555555555555),(1074013,0.05504632249220586),(141739,0.05087942615957588),(347562,0.04998906162083186),(2820720,0.04951717065881123),(335428,0.04716876939228562),(2439247,0.04557283536183117),(2781379,0.04557283536183117),(1889254,0.04554450414074532),(973448,0.04544996791514573),(650901,0.045360921162651446),(1499162,0.044889594549567736),(2159515,0.044889594549567736)],
1245256:[(648818,0.10307282007344634),(920520,0.09490138061657516),(1227036,0.07385489458759964),(1910662,0.0724320992011361),(1669749,0.06697454418410262),(2391945,0.06450922032773196),(723777,0.06420621922174141),(1553721,0.06115116525108605),(2020553,0.06115116525108605),(2720229,0.059824856934733266),(1606984,0.05930193166923298),(1008784,0.05930193166923298),(732207,0.05930193166923298),(546412,0.056963507687506),(2058732,0.056963507687506),(1712984,0.05360201681382464),(2396714,0.05357334031204948),(2006954,0.05233754748489462),(1007375,0.051957922199702376),(107638,0.05150224772019252)],
1048650:[(1036256,0.05578512396694214),(1728212,0.05578512396694214),(887568,0.05578512396694214),(2679190,0.05578512396694214),(1503017,0.05578512396694214),(607978,0.05578512396694214),(1868109,0.05578512396694214),(1274336,0.05578512396694214),(2669070,0.05578512396694214),(383531,0.05578512396694214),(881580,0.05578512396694214),(426902,0.05578512396694214),(1465161,0.05578512396694214),(1904531,0.05578512396694214),(2118847,0.05578512396694214),(1490958,0.05578512396694214),(2658124,0.05578512396694214),(2424927,0.05578512396694214),(2762550,0.04690795572189378),(801479,0.04690795572189378)],
